Product_Category,Product_Name,Quantity,Payment_Method,Review_Rating,Review_Text,State
Clothing,Saree,2,Cash on Delivery,5,Loved it!,Goa
Electronics,Tablet,4,UPI,4,Good quality,Assam
Electronics,Tablet,4,UPI,1,Waste of money,Punjab
Beauty,Lipstick,3,Debit Card,1,Defective item,Assam
Beauty,Face Cream,1,Credit Card,1,Defective item,Sikkim
Beauty,Hair Dryer,3,Credit Card,1,Terrible experience,West Bengal
Beauty,Shampoo,3,UPI,4,Good quality,Haryana
Clothing,T-Shirt,4,Credit Card,4,Pretty decent,Madhya Pradesh
Home & Kitchen,Water Purifier,1,UPI,2,Product not as expected,Bihar
Electronics,Smartphone,3,Credit Card,1,Defective item,Odisha
Books,Comics,5,Cash on Delivery,2,Poor packaging,Haryana
Books,Fiction Novel,1,Cash on Delivery,2,Not satisfied,Odisha
Beauty,Lipstick,2,Credit Card,3,Fair deal,Punjab
Beauty,Perfume,1,Cash on Delivery,5,Highly recommend!,Arunachal Pradesh
Electronics,Smartwatch,1,UPI,4,Would buy again,Punjab
Books,Biography,5,UPI,4,Pretty decent,Assam
Home & Kitchen,Water Purifier,5,UPI,3,Okay product,Maharashtra
Electronics,Headphones,3,Debit Card,3,Average,Sikkim
Electronics,Laptop,4,Credit Card,4,Good quality,Odisha
Beauty,Perfume,4,Cash on Delivery,2,Poor packaging,Odisha
Electronics,Smartwatch,4,UPI,5,Excellent product!,Mizoram
Books,Children's Book,5,Credit Card,5,Worth every rupee!,Karnataka
Books,Comics,3,Debit Card,4,Value for money,Himachal Pradesh
Home & Kitchen,Air Fryer,2,Debit Card,5,Fantastic quality!,Gujarat
Home & Kitchen,Water Purifier,2,Credit Card,5,Loved it!,Sikkim
Books,Comics,3,Cash on Delivery,3,Not bad,Tamil Nadu
Home & Kitchen,Air Fryer,1,UPI,1,Very bad product,Karnataka
Clothing,Sneakers,2,Debit Card,3,Not bad,Haryana
Electronics,Headphones,4,Credit Card,5,Highly recommend!,Himachal Pradesh
Electronics,Smartwatch,4,UPI,3,Could be better,Madhya Pradesh
Clothing,Saree,4,Credit Card,3,Okay product,Chhattisgarh
Home & Kitchen,Air Fryer,2,UPI,1,Very bad product,Sikkim
Beauty,Lipstick,5,UPI,2,Product not as expected,Rajasthan
Clothing,T-Shirt,2,Cash on Delivery,5,Fantastic quality!,Jharkhand
Home & Kitchen,Mixer Grinder,3,Credit Card,2,Poor packaging,Manipur
Books,Children's Book,1,Debit Card,2,Disappointed,Karnataka
Clothing,Saree,5,UPI,5,Highly recommend!,Tripura
Beauty,Perfume,5,Cash on Delivery,2,Product not as expected,Assam
Home & Kitchen,Water Purifier,3,Cash on Delivery,5,Excellent product!,Andhra Pradesh
Home & Kitchen,Cookware Set,3,UPI,1,Very bad product,Manipur
Clothing,Jeans,4,UPI,2,Quality could improve,Punjab
Electronics,Smartwatch,3,Debit Card,1,Very bad product,Odisha
Books,Science Textbook,3,Cash on Delivery,4,Good quality,Bihar
Beauty,Face Cream,5,UPI,5,Fantastic quality!,Assam
Electronics,Headphones,3,Cash on Delivery,3,Average,Nagaland
Beauty,Perfume,5,Credit Card,4,Value for money,Gujarat
Electronics,Tablet,5,UPI,1,Waste of money,Mizoram
Home & Kitchen,Cookware Set,4,Credit Card,5,Fantastic quality!,Himachal Pradesh
Home & Kitchen,Cookware Set,1,Cash on Delivery,5,Fantastic quality!,Chhattisgarh
Electronics,Headphones,1,Debit Card,2,Quality could improve,Kerala
Clothing,T-Shirt,3,Cash on Delivery,2,Poor packaging,Assam
Home & Kitchen,Water Purifier,2,Credit Card,3,Could be better,Haryana
Clothing,Jeans,4,Cash on Delivery,3,Fair deal,Kerala
Home & Kitchen,Vacuum Cleaner,4,Debit Card,2,Poor packaging,Jharkhand
Clothing,Sneakers,1,Cash on Delivery,1,Waste of money,Goa
Electronics,Tablet,3,Debit Card,5,Loved it!,Manipur
Books,Biography,2,Debit Card,5,Excellent product!,Uttarakhand
Clothing,Saree,2,Credit Card,2,Poor packaging,Nagaland
Clothing,Jacket,3,Debit Card,4,Satisfied with the product,Tamil Nadu
Electronics,Laptop,5,Cash on Delivery,3,Average,Jharkhand
Home & Kitchen,Mixer Grinder,5,Credit Card,3,Fair deal,Punjab
Home & Kitchen,Water Purifier,1,Cash on Delivery,4,Value for money,Uttar Pradesh
Beauty,Shampoo,5,Credit Card,2,Poor packaging,Rajasthan
Home & Kitchen,Cookware Set,2,Credit Card,3,Could be better,Mizoram
Electronics,Smartwatch,4,UPI,5,Excellent product!,Andhra Pradesh
Clothing,Saree,5,UPI,5,Highly recommend!,Sikkim
Clothing,Saree,4,Debit Card,5,Loved it!,Uttarakhand
Beauty,Hair Dryer,4,Credit Card,2,Quality could improve,Nagaland
Books,Comics,3,Credit Card,3,Fair deal,Jharkhand
Clothing,T-Shirt,1,Credit Card,5,Excellent product!,Sikkim
Clothing,Jacket,5,UPI,5,Loved it!,Bihar
Books,Comics,1,Debit Card,4,Would buy again,Chhattisgarh
Beauty,Perfume,4,Cash on Delivery,4,Value for money,Himachal Pradesh
Beauty,Perfume,1,Credit Card,5,Excellent product!,Bihar
Books,Comics,1,Debit Card,4,Value for money,Bihar
Electronics,Laptop,4,Cash on Delivery,3,Could be better,Telangana
Books,Biography,4,Credit Card,4,Would buy again,Nagaland
Books,Children's Book,3,Credit Card,5,Excellent product!,Chhattisgarh
Clothing,Jacket,2,UPI,5,Worth every rupee!,Himachal Pradesh
Electronics,Smartphone,2,UPI,5,Loved it!,Jharkhand
Home & Kitchen,Mixer Grinder,5,Debit Card,4,Would buy again,Punjab
Electronics,Laptop,4,Debit Card,2,Not satisfied,Gujarat
Books,Comics,5,Debit Card,5,Excellent product!,Tamil Nadu
Clothing,T-Shirt,3,Cash on Delivery,3,Okay product,Karnataka
Books,Fiction Novel,1,Debit Card,5,Loved it!,Gujarat
Books,Science Textbook,4,Credit Card,5,Fantastic quality!,Sikkim
Electronics,Tablet,1,Debit Card,3,Not bad,Rajasthan
Home & Kitchen,Air Fryer,4,Cash on Delivery,2,Not satisfied,West Bengal
Beauty,Face Cream,3,Debit Card,2,Disappointed,Himachal Pradesh
Books,Comics,1,UPI,3,Could be better,Mizoram
Electronics,Tablet,2,Credit Card,3,Okay product,Meghalaya
Beauty,Perfume,2,Credit Card,3,Not bad,Himachal Pradesh
Home & Kitchen,Cookware Set,1,UPI,1,Very bad product,West Bengal
Beauty,Lipstick,5,Credit Card,5,Highly recommend!,Arunachal Pradesh
Beauty,Perfume,5,UPI,5,Highly recommend!,Assam
Beauty,Perfume,4,UPI,5,Loved it!,Rajasthan
Beauty,Hair Dryer,1,Debit Card,5,Highly recommend!,Maharashtra
Beauty,Hair Dryer,3,Cash on Delivery,4,Value for money,Uttarakhand
Home & Kitchen,Air Fryer,3,UPI,5,Highly recommend!,Himachal Pradesh
Clothing,Saree,4,Cash on Delivery,2,Quality could improve,Arunachal Pradesh
Beauty,Shampoo,2,Cash on Delivery,5,Highly recommend!,Andhra Pradesh
Books,Comics,1,Debit Card,2,Not satisfied,Karnataka
Beauty,Lipstick,3,Debit Card,5,Worth every rupee!,Tripura
Electronics,Headphones,5,Credit Card,5,Highly recommend!,Chhattisgarh
Home & Kitchen,Water Purifier,4,Debit Card,4,Satisfied with the product,Rajasthan
Clothing,Sneakers,4,UPI,5,Highly recommend!,Himachal Pradesh
Clothing,Sneakers,3,Debit Card,3,Could be better,Goa
Books,Comics,4,Credit Card,2,Disappointed,Telangana
Electronics,Laptop,2,UPI,1,Terrible experience,Manipur
Books,Fiction Novel,1,Debit Card,2,Quality could improve,Nagaland
Home & Kitchen,Air Fryer,2,Debit Card,2,Product not as expected,Tamil Nadu
Beauty,Hair Dryer,3,Credit Card,2,Poor packaging,Maharashtra
Beauty,Hair Dryer,4,Cash on Delivery,5,Loved it!,Nagaland
Electronics,Smartwatch,3,UPI,3,Not bad,Andhra Pradesh
Clothing,Sneakers,3,Cash on Delivery,1,Very bad product,Bihar
Beauty,Lipstick,5,Credit Card,1,Never buying again,Assam
Beauty,Shampoo,2,Debit Card,4,Pretty decent,Tamil Nadu
Clothing,Saree,5,Debit Card,3,Okay product,Chhattisgarh
Electronics,Laptop,2,Debit Card,4,Would buy again,Nagaland
Beauty,Perfume,3,Credit Card,1,Defective item,Arunachal Pradesh
Home & Kitchen,Cookware Set,4,UPI,2,Quality could improve,Uttarakhand
Home & Kitchen,Air Fryer,3,UPI,4,Good quality,Kerala
Clothing,T-Shirt,3,Credit Card,1,Defective item,Odisha
Beauty,Face Cream,1,Credit Card,2,Not satisfied,Nagaland
Clothing,Jacket,1,Debit Card,2,Quality could improve,Chhattisgarh
Electronics,Tablet,5,Credit Card,4,Good quality,Maharashtra
Clothing,T-Shirt,2,Debit Card,3,Average,Chhattisgarh
Beauty,Perfume,1,Credit Card,5,Excellent product!,Arunachal Pradesh
Clothing,Jeans,4,UPI,5,Loved it!,Jharkhand
Books,Fiction Novel,2,Cash on Delivery,3,Okay product,Kerala
Electronics,Smartwatch,3,Cash on Delivery,3,Could be better,Uttar Pradesh
Books,Children's Book,2,Cash on Delivery,5,Fantastic quality!,West Bengal
Books,Science Textbook,1,Debit Card,4,Good quality,Arunachal Pradesh
Books,Children's Book,2,Debit Card,5,Excellent product!,Kerala
Books,Children's Book,2,Debit Card,4,Pretty decent,Gujarat
Home & Kitchen,Mixer Grinder,1,Credit Card,1,Waste of money,Sikkim
Electronics,Smartwatch,2,Cash on Delivery,5,Fantastic quality!,Haryana
Books,Biography,1,Credit Card,5,Worth every rupee!,Sikkim
Electronics,Smartwatch,1,Debit Card,4,Good quality,Bihar
Electronics,Headphones,1,Credit Card,5,Worth every rupee!,Kerala
Clothing,Jeans,5,Cash on Delivery,5,Excellent product!,Tripura
Books,Biography,4,Credit Card,4,Pretty decent,Nagaland
Books,Biography,2,Debit Card,5,Highly recommend!,West Bengal
Home & Kitchen,Air Fryer,4,Credit Card,3,Not bad,Maharashtra
Home & Kitchen,Vacuum Cleaner,4,Debit Card,4,Good quality,Punjab
Books,Science Textbook,3,UPI,2,Disappointed,Telangana
Books,Comics,5,UPI,5,Highly recommend!,Chhattisgarh
Clothing,Jeans,3,Debit Card,5,Excellent product!,Haryana
Books,Children's Book,5,Credit Card,1,Never buying again,West Bengal
Electronics,Tablet,3,UPI,5,Highly recommend!,Goa
Beauty,Shampoo,1,Cash on Delivery,2,Disappointed,Uttar Pradesh
Books,Fiction Novel,3,Credit Card,2,Not satisfied,Uttar Pradesh
Beauty,Shampoo,5,Debit Card,1,Waste of money,Goa
Clothing,Sneakers,1,Debit Card,1,Terrible experience,Maharashtra
Books,Children's Book,2,Cash on Delivery,4,Would buy again,Andhra Pradesh
Clothing,Saree,5,UPI,5,Worth every rupee!,Goa
Home & Kitchen,Water Purifier,1,Debit Card,4,Value for money,Telangana
Home & Kitchen,Water Purifier,1,Credit Card,2,Not satisfied,Karnataka
Clothing,Jeans,3,Credit Card,1,Waste of money,Uttar Pradesh
Home & Kitchen,Mixer Grinder,3,Cash on Delivery,1,Defective item,Maharashtra
Clothing,Saree,2,Cash on Delivery,5,Loved it!,Uttar Pradesh
Electronics,Smartwatch,5,Credit Card,5,Highly recommend!,Sikkim
Clothing,Saree,3,Debit Card,1,Defective item,West Bengal
Electronics,Smartphone,3,UPI,4,Pretty decent,Telangana
Books,Comics,1,UPI,5,Fantastic quality!,Uttar Pradesh
Home & Kitchen,Vacuum Cleaner,4,Debit Card,2,Disappointed,Haryana
Clothing,Saree,3,Debit Card,3,Okay product,Himachal Pradesh
Home & Kitchen,Air Fryer,2,Cash on Delivery,4,Would buy again,Goa
Clothing,Jacket,3,Credit Card,3,Okay product,Uttar Pradesh
Books,Comics,2,Credit Card,3,Okay product,Tamil Nadu
Books,Science Textbook,3,Debit Card,5,Excellent product!,Bihar
Home & Kitchen,Air Fryer,4,UPI,3,Okay product,Madhya Pradesh
Electronics,Tablet,5,Credit Card,5,Excellent product!,West Bengal
Home & Kitchen,Mixer Grinder,4,Credit Card,5,Worth every rupee!,Arunachal Pradesh
Beauty,Perfume,2,Debit Card,1,Waste of money,West Bengal
Clothing,Jeans,1,Debit Card,4,Satisfied with the product,Meghalaya
Beauty,Shampoo,1,UPI,4,Good quality,Haryana
Beauty,Shampoo,1,Cash on Delivery,2,Not satisfied,Gujarat
Books,Children's Book,5,Cash on Delivery,1,Defective item,Uttarakhand
Home & Kitchen,Air Fryer,2,Credit Card,5,Worth every rupee!,Manipur
Electronics,Tablet,1,Credit Card,5,Worth every rupee!,Kerala
Home & Kitchen,Air Fryer,1,Cash on Delivery,5,Highly recommend!,Jharkhand
Home & Kitchen,Cookware Set,1,UPI,4,Pretty decent,Uttarakhand
Books,Comics,2,Debit Card,4,Satisfied with the product,Uttar Pradesh
Clothing,Jeans,2,Debit Card,1,Terrible experience,West Bengal
Home & Kitchen,Cookware Set,1,UPI,2,Product not as expected,Haryana
Beauty,Hair Dryer,1,Cash on Delivery,4,Pretty decent,Haryana
Beauty,Face Cream,5,Credit Card,2,Quality could improve,Andhra Pradesh
Clothing,T-Shirt,3,Debit Card,1,Very bad product,Sikkim
Electronics,Smartwatch,2,Cash on Delivery,3,Not bad,Gujarat
Home & Kitchen,Mixer Grinder,1,UPI,3,Not bad,Madhya Pradesh
Electronics,Headphones,4,Cash on Delivery,3,Okay product,Karnataka
Clothing,Saree,1,Debit Card,5,Fantastic quality!,Himachal Pradesh
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,5,Worth every rupee!,West Bengal
Beauty,Perfume,5,UPI,3,Fair deal,Assam
Electronics,Laptop,5,Debit Card,4,Satisfied with the product,Tripura
Electronics,Laptop,3,Debit Card,1,Very bad product,Himachal Pradesh
Home & Kitchen,Vacuum Cleaner,4,Credit Card,5,Highly recommend!,Kerala
Beauty,Shampoo,1,Debit Card,4,Pretty decent,Rajasthan
Electronics,Tablet,3,UPI,3,Not bad,Mizoram
Home & Kitchen,Vacuum Cleaner,1,Cash on Delivery,3,Not bad,Madhya Pradesh
Clothing,Saree,5,Debit Card,5,Excellent product!,Sikkim
Home & Kitchen,Air Fryer,1,Debit Card,2,Poor packaging,Uttarakhand
Home & Kitchen,Cookware Set,1,Cash on Delivery,1,Very bad product,Nagaland
Beauty,Hair Dryer,2,Debit Card,4,Good quality,Karnataka
Books,Science Textbook,2,UPI,4,Value for money,Andhra Pradesh
Electronics,Tablet,1,Debit Card,1,Never buying again,Bihar
Home & Kitchen,Cookware Set,3,Debit Card,3,Average,Himachal Pradesh
Home & Kitchen,Cookware Set,2,UPI,1,Never buying again,Goa
Home & Kitchen,Water Purifier,3,Credit Card,3,Could be better,Odisha
Books,Biography,5,UPI,2,Product not as expected,Himachal Pradesh
Electronics,Smartphone,4,Debit Card,5,Highly recommend!,Arunachal Pradesh
Clothing,Saree,1,UPI,4,Pretty decent,Bihar
Electronics,Smartwatch,3,Credit Card,4,Would buy again,Punjab
Home & Kitchen,Vacuum Cleaner,4,Cash on Delivery,3,Average,Maharashtra
Beauty,Face Cream,3,Credit Card,2,Not satisfied,Kerala
Beauty,Face Cream,3,Cash on Delivery,1,Never buying again,Telangana
Beauty,Perfume,5,UPI,2,Quality could improve,Uttar Pradesh
Books,Children's Book,4,Credit Card,3,Average,Karnataka
Books,Children's Book,1,Cash on Delivery,4,Value for money,Maharashtra
Beauty,Face Cream,5,Cash on Delivery,5,Excellent product!,Punjab
Electronics,Laptop,2,Cash on Delivery,1,Defective item,Mizoram
Beauty,Hair Dryer,5,Debit Card,2,Disappointed,Bihar
Beauty,Lipstick,1,Credit Card,5,Excellent product!,Madhya Pradesh
Home & Kitchen,Water Purifier,1,Debit Card,5,Loved it!,Odisha
Beauty,Hair Dryer,4,Cash on Delivery,4,Satisfied with the product,Gujarat
Clothing,Jacket,2,Credit Card,4,Satisfied with the product,Himachal Pradesh
Clothing,T-Shirt,1,Credit Card,2,Quality could improve,Arunachal Pradesh
Beauty,Shampoo,5,Cash on Delivery,5,Worth every rupee!,Tamil Nadu
Beauty,Lipstick,2,Credit Card,5,Fantastic quality!,Maharashtra
Home & Kitchen,Air Fryer,5,Debit Card,1,Never buying again,Andhra Pradesh
Beauty,Face Cream,2,UPI,5,Fantastic quality!,Mizoram
Electronics,Laptop,4,Debit Card,1,Very bad product,Uttar Pradesh
Home & Kitchen,Water Purifier,1,Cash on Delivery,5,Highly recommend!,Nagaland
Home & Kitchen,Cookware Set,1,UPI,5,Worth every rupee!,Sikkim
Books,Science Textbook,5,Debit Card,3,Average,Telangana
Clothing,Saree,1,Debit Card,3,Could be better,Telangana
Electronics,Smartphone,5,Debit Card,5,Highly recommend!,Telangana
Clothing,Jacket,2,Credit Card,1,Waste of money,Sikkim
Beauty,Shampoo,4,Credit Card,4,Value for money,Gujarat
Electronics,Headphones,1,Debit Card,4,Would buy again,Kerala
Clothing,Jacket,4,UPI,2,Product not as expected,Maharashtra
Beauty,Lipstick,5,Debit Card,1,Never buying again,Assam
Home & Kitchen,Vacuum Cleaner,3,Cash on Delivery,1,Waste of money,Sikkim
Books,Science Textbook,5,UPI,2,Not satisfied,Karnataka
Electronics,Smartphone,4,Debit Card,1,Defective item,Punjab
Home & Kitchen,Cookware Set,1,UPI,1,Very bad product,Karnataka
Electronics,Tablet,2,Credit Card,5,Highly recommend!,Sikkim
Beauty,Face Cream,4,Debit Card,3,Average,West Bengal
Home & Kitchen,Mixer Grinder,4,Credit Card,1,Very bad product,Bihar
Beauty,Perfume,5,Cash on Delivery,4,Would buy again,Telangana
Electronics,Smartwatch,3,Cash on Delivery,1,Terrible experience,Jharkhand
Clothing,T-Shirt,1,Cash on Delivery,3,Average,Mizoram
Books,Children's Book,4,UPI,1,Terrible experience,Jharkhand
Electronics,Tablet,5,Cash on Delivery,3,Average,Sikkim
Home & Kitchen,Water Purifier,3,Credit Card,4,Good quality,Maharashtra
Beauty,Perfume,3,Cash on Delivery,1,Terrible experience,Karnataka
Clothing,Jeans,1,Cash on Delivery,5,Fantastic quality!,Madhya Pradesh
Home & Kitchen,Air Fryer,5,Debit Card,4,Value for money,Tamil Nadu
Electronics,Smartwatch,1,Credit Card,5,Fantastic quality!,Jharkhand
Clothing,T-Shirt,1,Cash on Delivery,4,Good quality,Nagaland
Clothing,Jeans,1,Cash on Delivery,1,Waste of money,Chhattisgarh
Books,Fiction Novel,1,UPI,5,Worth every rupee!,Gujarat
Home & Kitchen,Air Fryer,3,Debit Card,5,Excellent product!,Maharashtra
Books,Science Textbook,3,Credit Card,3,Could be better,Sikkim
Books,Science Textbook,4,UPI,5,Fantastic quality!,Madhya Pradesh
Beauty,Perfume,1,Credit Card,1,Never buying again,Sikkim
Home & Kitchen,Air Fryer,4,Cash on Delivery,2,Quality could improve,Telangana
Clothing,Saree,1,Debit Card,4,Pretty decent,Goa
Electronics,Tablet,2,Credit Card,5,Loved it!,Punjab
Home & Kitchen,Mixer Grinder,2,Cash on Delivery,2,Quality could improve,Odisha
Electronics,Smartphone,3,Cash on Delivery,4,Good quality,Jharkhand
Electronics,Tablet,2,UPI,1,Waste of money,Madhya Pradesh
Beauty,Hair Dryer,5,Credit Card,2,Disappointed,Nagaland
Clothing,T-Shirt,2,UPI,2,Poor packaging,Uttarakhand
Beauty,Face Cream,4,Cash on Delivery,5,Loved it!,Andhra Pradesh
Beauty,Perfume,3,UPI,2,Poor packaging,Jharkhand
Electronics,Headphones,2,Credit Card,4,Satisfied with the product,Jharkhand
Home & Kitchen,Water Purifier,2,UPI,5,Fantastic quality!,Gujarat
Beauty,Perfume,5,Cash on Delivery,4,Satisfied with the product,Maharashtra
Clothing,Sneakers,4,Cash on Delivery,5,Excellent product!,Uttar Pradesh
Beauty,Hair Dryer,1,Cash on Delivery,4,Satisfied with the product,Odisha
Electronics,Tablet,1,Debit Card,4,Satisfied with the product,Punjab
Electronics,Smartphone,4,UPI,2,Product not as expected,Rajasthan
Clothing,Jacket,2,UPI,3,Average,Karnataka
Beauty,Lipstick,5,Credit Card,4,Good quality,Manipur
Books,Biography,1,Cash on Delivery,3,Fair deal,Manipur
Books,Fiction Novel,3,Credit Card,5,Highly recommend!,Manipur
Clothing,Saree,1,Credit Card,5,Highly recommend!,Sikkim
Home & Kitchen,Water Purifier,4,Cash on Delivery,1,Never buying again,Gujarat
Books,Fiction Novel,4,Debit Card,5,Excellent product!,Mizoram
Clothing,Jacket,1,UPI,2,Disappointed,Meghalaya
Electronics,Laptop,4,Debit Card,2,Poor packaging,Uttar Pradesh
Clothing,Jacket,3,UPI,1,Waste of money,Uttar Pradesh
Books,Biography,4,Cash on Delivery,3,Could be better,Telangana
Books,Science Textbook,3,Debit Card,3,Average,Goa
Clothing,Sneakers,3,Debit Card,2,Quality could improve,Sikkim
Clothing,Jeans,2,Cash on Delivery,3,Could be better,Assam
Clothing,Jeans,5,Debit Card,3,Not bad,Jharkhand
Clothing,Saree,3,Credit Card,1,Defective item,Mizoram
Clothing,T-Shirt,5,Cash on Delivery,3,Not bad,Sikkim
Clothing,Saree,4,Credit Card,1,Never buying again,Rajasthan
Electronics,Headphones,1,UPI,2,Not satisfied,Punjab
Books,Science Textbook,5,UPI,3,Fair deal,Karnataka
Electronics,Tablet,4,UPI,3,Could be better,Assam
Beauty,Perfume,4,Debit Card,3,Could be better,Uttarakhand
Beauty,Hair Dryer,1,Debit Card,4,Pretty decent,Tripura
Beauty,Perfume,5,Cash on Delivery,2,Disappointed,Haryana
Electronics,Tablet,4,Cash on Delivery,4,Would buy again,Sikkim
Beauty,Hair Dryer,2,UPI,4,Would buy again,Jharkhand
Home & Kitchen,Air Fryer,5,Credit Card,2,Disappointed,Haryana
Beauty,Face Cream,3,UPI,4,Value for money,Uttar Pradesh
Beauty,Face Cream,5,Debit Card,5,Worth every rupee!,Gujarat
Electronics,Headphones,5,UPI,1,Defective item,Chhattisgarh
Beauty,Perfume,3,Debit Card,3,Could be better,Andhra Pradesh
Home & Kitchen,Water Purifier,1,Debit Card,2,Disappointed,Arunachal Pradesh
Home & Kitchen,Vacuum Cleaner,1,Credit Card,3,Could be better,Haryana
Home & Kitchen,Air Fryer,4,Credit Card,2,Quality could improve,Meghalaya
Clothing,Saree,5,Cash on Delivery,5,Excellent product!,Punjab
Electronics,Laptop,1,Credit Card,3,Not bad,West Bengal
Books,Biography,2,Credit Card,1,Waste of money,Tripura
Clothing,Sneakers,2,UPI,1,Terrible experience,Assam
Beauty,Face Cream,2,Cash on Delivery,5,Highly recommend!,Manipur
Electronics,Smartphone,3,Credit Card,1,Defective item,Maharashtra
Electronics,Smartphone,2,Debit Card,3,Not bad,Rajasthan
Books,Science Textbook,5,Credit Card,1,Waste of money,Odisha
Home & Kitchen,Cookware Set,5,Cash on Delivery,1,Never buying again,Gujarat
Clothing,Jacket,1,Credit Card,3,Okay product,Tamil Nadu
Beauty,Face Cream,3,Cash on Delivery,1,Defective item,Tamil Nadu
Books,Fiction Novel,1,Cash on Delivery,1,Defective item,Madhya Pradesh
Beauty,Perfume,5,Cash on Delivery,4,Value for money,Meghalaya
Clothing,T-Shirt,4,UPI,4,Satisfied with the product,Madhya Pradesh
Beauty,Shampoo,5,Credit Card,2,Quality could improve,Haryana
Books,Children's Book,1,Debit Card,4,Pretty decent,Chhattisgarh
Home & Kitchen,Air Fryer,5,Credit Card,4,Good quality,Rajasthan
